Name,Website,Phone,Address,City,State,PostalCode,Rating,Reviews,Categories,Email,Source,Query,Apollo,Revenue,Employees,Keywords,LinkedIn,Facebook,Twitter,Hours,Description,SocialProfiles
Platinum Painting,http://www.platinumpainting.com,,,Keller,Texas,,,,,,apollo,"Painting services, painting company - Texas",https://app.apollo.io/#/organizations/5e57d403108ba90001fa63f7?overrideScoreId=score,33.6M,,,http://www.linkedin.com/company/platinum-painting-dfw,https://www.facebook.com/Platinum-Painting-494890083984252/,,,,
"Advanced Exteriors, Inc.",http://www.advancedexteriors.com,,,Advanced Exteriors,Inc.,,,,,,apollo,"Painting services, painting company - Inc.",https://app.apollo.io/#/organizations/54fca55f73696401764f2e00?overrideScoreId=score,7.9M,,roofingsiding+63,http://www.linkedin.com/company/advanced-exteriors-inc-,https://www.facebook.com/AdvancedExteriors/,,,,
Prime Painting,http://www.primepaintingphoenix.com,,,Tempe,Arizona,,,,,,apollo,"Painting services, painting company - Arizona",https://app.apollo.io/#/organizations/60f2f03f6cb0ad000199aabc?overrideScoreId=score,,,exterior painting+68,http://www.linkedin.com/company/myprimepainting,https://www.facebook.com/myprimepainting,https://twitter.com/myprimepainting,,,
The Painting Company,http://www.gopaintingcompany.com,,,Bellevue,Nebraska,,,,,,apollo,"Painting services, painting company - Nebraska",https://app.apollo.io/#/organizations/5e56b2f652e7ad0001f55c3b?overrideScoreId=score,,,surface repair+103,http://www.linkedin.com/company/the-painting-company-omaha,https://www.facebook.com/gopaintingcompany,https://twitter.com/gopaintingco,,,
DeSimone Construction,http://www.desimoneconstruct.com,,,Sayreville,New Jersey,,,,,,apollo,"Painting services, painting company - New Jersey",https://app.apollo.io/#/organizations/5e56af251f91be00015678e1?overrideScoreId=score,,,quality workmanship+56,http://www.linkedin.com/company/desimoneconstruction,,,,,
Rumsey Construction & Restoration,http://www.rumseycr.com,,,Columbia,South Carolina,,,,,,apollo,"Painting services, painting company - South Carolina",https://app.apollo.io/#/organizations/5e55e70f7eadb10001712a7c?overrideScoreId=score,,,water damage+60,http://www.linkedin.com/company/rumsey-construction-restoration,https://facebook.com/rumseycrclt,https://twitter.com/rumseycr_clt,,,
Empire Painting,http://www.empirepaintingwi.com,,,Delafield,Wisconsin,,,,,,apollo,"Painting services, painting company - Wisconsin",https://app.apollo.io/#/organizations/5b143c17a6da98dce2ea2c21?overrideScoreId=score,2.4M,,interior painting+71,http://www.linkedin.com/company/empirepaintingwi,https://facebook.com/EmpirePaintingWI,https://twitter.com/EPaintingWI,,,
"YellowHammer, LLC",http://www.yellowhammerconstruction.com,,,Hoover,Alabama,,,,,,apollo,"Painting services, painting company - Alabama",https://app.apollo.io/#/organizations/5fc965c502961e0001509f1e?overrideScoreId=score,,,custom home building+65,http://www.linkedin.com/company/yellowhammer-llc,https://www.facebook.com/yellowhammerconstruction/,https://twitter.com/yellowhammerllc,,,
Zack Painting Company,http://www.zackpainting.com,,,Woodbridge Township,New Jersey,,,,,,apollo,"Painting services, painting company - New Jersey",https://app.apollo.io/#/organizations/5500c3da73696460fc534900?overrideScoreId=score,10M,,painting+66,http://www.linkedin.com/company/zack-painting-company,,,,,
Heggem-Lundquist,http://www.heggem-lundquist.com,,,Denver,Colorado,,,,,,apollo,"Painting services, painting company - Colorado",https://app.apollo.io/#/organizations/54a11c4569702d77c24aa200?overrideScoreId=score,29.2M,,quality work+34,http://www.linkedin.com/company/heggem-lundquist,https://facebook.com/HeggemLundquist,,,,
Prestige Painting,http://www.prestigepaintingpa.com,,,Kinzers,Pennsylvania,,,,,,apollo,"Painting services, painting company - Pennsylvania",https://app.apollo.io/#/organizations/61342dea6442b20001691644?overrideScoreId=score,,,dri-one flame retardant+51,http://www.linkedin.com/company/prestige-painting-pa,https://www.facebook.com/prestigepaintingpa/,,,,
Elite Painting Services,http://www.elitepaintingservices.net,,,Cherry Hill,New Jersey,,,,,,apollo,"Painting services, painting company - New Jersey",https://app.apollo.io/#/organizations/5da3f5b97e5db600018e364e?overrideScoreId=score,,,project management+49,http://www.linkedin.com/company/elite-painting-services-l-l-c,https://www.facebook.com/Elite-Painting-Services-336806490501375,,,,
Gonzalez Painting,http://www.edgonzalezpainting.com,,,Twin Falls,Idaho,,,,,,apollo,"Painting services, painting company - Idaho",https://app.apollo.io/#/organizations/55e81e6ff3e5bb15ff0008a0?overrideScoreId=score,,,,http://www.linkedin.com/company/gonzalez-painting,,,,,
Final Touch Painting Services,http://www.ftpaint.com,,,Delaware,Ohio,,,,,,apollo,"Painting services, painting company - Ohio",https://app.apollo.io/#/organizations/556d268b73696411b63fa100?overrideScoreId=score,,,fences & siding+52,http://www.linkedin.com/company/final-touch-painting-services,https://www.facebook.com/FinalTouchPaintingServices,,,,
Masterpiece Painting CO,http://www.masterpiecepainting.com,,,Fort Collins,Colorado,,,,,,apollo,"Painting services, painting company - Colorado",https://app.apollo.io/#/organizations/55f84cfaf3e5bb7643004c05?overrideScoreId=score,,,residential repainting+44,http://www.linkedin.com/company/masterpiece-painting-co,,,,,
Handy Man Repairs,http://www.fixsl.com,,,Saint Louis,Missouri,,,,,,apollo,"Painting services, painting company - Missouri",https://app.apollo.io/#/organizations/5592053573696418bc312000?overrideScoreId=score,,,window installation+124,http://www.linkedin.com/company/handy-man-repairs,,,,,
Phillips Home Improvements,http://www.phillipshomeimprovements.com,,,Allen,Texas,,,,,,apollo,"Painting services, painting company - Texas",https://app.apollo.io/#/organizations/5b84bc61324d44720b138047?overrideScoreId=score,,,roofinggutters+59,http://www.linkedin.com/company/phillips-home-improvements,https://facebook.com/phillipshomeimprovements,https://twitter.com/phillipspaint,,,
Handy Helper,http://www.homefronthandymantc.com,,,Traverse City,Michigan,,,,,,apollo,"Painting services, painting company - Michigan",https://app.apollo.io/#/organizations/55e8d29df3e5bb5cf40001f9?overrideScoreId=score,,,fence repair+50,http://www.linkedin.com/company/handy-helper,,,,,
Painters Plus,http://www.paintersplus.us,,,Encinitas,California,,,,,,apollo,"Painting services, painting company - California",https://app.apollo.io/#/organizations/673d8a51d2ed6201b024c4c5?overrideScoreId=score,,,business painting+53,http://www.linkedin.com/company/painters-plus-wny,,,,,
SKY EDIFICE,http://www.skyedifice.com,,,Cerritos,California,,,,,,apollo,"Painting services, painting company - California",https://app.apollo.io/#/organizations/61616eed8bfbd30001b43792?overrideScoreId=score,,,construction company+18,http://www.linkedin.com/company/sky-edifice,,,,,
LA Contractors and Builders,http://www.lacontractorsbuilders.com,,,Los Angeles,California,,,,,,apollo,"Painting services, painting company - California",https://app.apollo.io/#/organizations/604a7663a1a8d700018dc6a4?overrideScoreId=score,,,plumbingstucco+77,http://www.linkedin.com/company/lacontractors-andbuilders,https://www.facebook.com/lacontractorsandbuilders/,https://twitter.com/la_builders,,,
